,date,unidad
5252,2022-10-06 00:00:00,9
5253,2022-10-06 15:00:00,3
5254,2022-10-06 16:00:00,54
5255,2022-10-06 17:00:00,381
5256,2022-10-06 20:00:00,13
5257,2022-10-06 22:00:00,17
5258,2022-10-06 23:00:00,94
5259,2022-10-07 14:25:21,1
5260,2022-10-07 17:00:00,39
5261,2022-10-07 18:47:10,2
5262,2022-10-07 20:00:00,18
5263,2022-10-07 22:00:00,4
5264,2022-10-09 15:00:00,1
5265,2022-10-10 16:00:00,114
5266,2022-10-10 17:00:00,68
5267,2022-10-10 20:00:00,22
5268,2022-10-10 22:00:00,5
5269,2022-10-10 23:00:00,94
5270,2022-10-11 17:00:00,34
5271,2022-10-11 20:00:00,14
5272,2022-10-11 22:00:00,108
5273,2022-10-11 23:00:00,72
5274,2022-10-12 09:00:00,4
5275,2022-10-12 15:00:00,2
5276,2022-10-12 16:00:00,85
5277,2022-10-12 16:31:17,2
5278,2022-10-12 17:00:00,29
5279,2022-10-12 20:00:00,13
5280,2022-10-12 22:00:00,25
5281,2022-10-12 23:00:00,168
5282,2022-10-13 15:00:00,2
5283,2022-10-13 17:00:00,30
5284,2022-10-13 20:00:00,1
5285,2022-10-13 22:00:00,7
5286,2022-10-13 23:00:00,59
5287,2022-10-14 00:00:00,2
5288,2022-10-14 15:21:17,5
5289,2022-10-14 16:00:00,65
5290,2022-10-14 17:00:00,27
5291,2022-10-14 20:00:00,33
5292,2022-10-14 22:00:00,5
5293,2022-10-14 23:00:00,137
5294,2022-10-16 15:00:00,1
5295,2022-10-17 16:52:32,1
5296,2022-10-17 17:00:00,27
5297,2022-10-17 20:00:00,17
5298,2022-10-17 22:00:00,6
5299,2022-10-17 23:00:00,145
5300,2022-10-18 15:00:00,1
5301,2022-10-18 16:00:00,73
5302,2022-10-18 17:00:00,29
5303,2022-10-18 20:00:00,11
5304,2022-10-18 22:00:00,52
5305,2022-10-18 23:00:00,105
5306,2022-10-19 00:00:00,16
5307,2022-10-19 16:00:00,59
5308,2022-10-19 17:00:00,32
5309,2022-10-19 20:00:00,13
5310,2022-10-19 22:00:00,45
5311,2022-10-19 23:00:00,146
5312,2022-10-20 00:00:00,1
5313,2022-10-20 09:00:00,3
5314,2022-10-20 16:00:00,58
5315,2022-10-20 17:00:00,39
5316,2022-10-20 20:00:00,1
5317,2022-10-20 22:00:00,12
5318,2022-10-20 23:00:00,115
5319,2022-10-21 14:06:07,1
5320,2022-10-21 16:00:00,39
5321,2022-10-21 17:00:00,51
5322,2022-10-21 20:00:00,6
5323,2022-10-21 22:00:00,9
5324,2022-10-21 23:00:00,108
5325,2022-10-24 10:01:13,1
5326,2022-10-24 16:00:00,42
5327,2022-10-24 17:00:00,51
5328,2022-10-24 20:00:00,3
5329,2022-10-24 22:00:00,10
5330,2022-10-24 23:00:00,97
5331,2022-10-25 00:00:00,1
5332,2022-10-25 17:00:00,39
5333,2022-10-25 20:00:00,26
5334,2022-10-25 22:00:00,37
5335,2022-10-25 23:00:00,81
5336,2022-10-26 00:00:00,6
5337,2022-10-26 15:00:00,1
5338,2022-10-26 16:00:00,77
5339,2022-10-26 17:00:00,35
5340,2022-10-26 20:00:00,28
5341,2022-10-26 22:00:00,9
5342,2022-10-26 23:00:00,170
5343,2022-10-27 15:00:00,1
5344,2022-10-27 17:00:00,40
5345,2022-10-27 20:00:00,27
5346,2022-10-27 22:00:00,6
5347,2022-10-27 23:00:00,74
5348,2022-10-28 16:00:00,57
5349,2022-10-28 17:00:00,35
5350,2022-10-28 20:00:00,5
5351,2022-10-28 22:00:00,7
5352,2022-10-28 23:00:00,121
5353,2022-10-30 15:00:00,1
5354,2022-10-31 09:51:39,2
